path,label,mode,width,height,channels,reason
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar247.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar248.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar249.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar25.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar250.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar251.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar252.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar252_dup_47.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar253.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar254.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar255.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar256.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar257.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar258.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar259.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar26.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar260.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar261.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar262.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar262_dup_13.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar263.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar264.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar265.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar266.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar267.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar268.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar269.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar27.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar270.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar270_dup_51.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar271.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar272.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar273.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar274.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar275.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar276.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar276_dup_0.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar277.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar278.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar279.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar28.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar280.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar281.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar281_dup_3.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar282.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar283.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar284.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar285.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar286.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar286_dup_28.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar287.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar288.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar289.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar29.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar290.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar291.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar292.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar293.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar294.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar294_dup_37.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar295.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar296.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar297.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar297_dup_33.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar298.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar299.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar3.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar30.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar300.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar301.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar302.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar303.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar304.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar305.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar306.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar307.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar308.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar309.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar31.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar310.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar311.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar311_dup_11.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar312.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar312_dup_22.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar313.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar314.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar314_dup_39.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar314_dup_43.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar315.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar316.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar317.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar318.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar318_dup_45.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar318_dup_50.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar319.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar319_dup_17.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar32.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar320.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar321.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar322.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar323.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar324.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar325.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar326.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar327.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar328.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar329.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar329_dup_14.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar329_dup_8.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar33.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar330.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar331.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar332.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar333.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar333_dup_19.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar334.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar335.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar336.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar337.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar338.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar339.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar34.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar340.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar340_dup_1.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar341.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar342.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar343.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar343_dup_55.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar344.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar345.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar346.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar347.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar348.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar349.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar34_dup_48.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar35.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar350.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar351.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar352.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar353.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar354.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar355.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar356.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar357.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar358.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar359.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar36.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar360.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar361.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar362.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar363.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar364.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar365.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar366.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar366_dup_18.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar366_dup_29.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar367.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar368.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar369.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar37.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar370.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar371.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar372.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar373.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar374.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar375.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar376.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar377.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar378.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar379.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar38.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar380.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar381.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar382.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar383.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar384.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar385.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar386.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar386_dup_20.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar387.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar388.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar389.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar39.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar390.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar391.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar392.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar393.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar394.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar395.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar396.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar397.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar398.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar399.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar4.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar40.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar400.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar401.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Macular Scar\Macular Scar402.jpg,RGB_COLOR,RGB,2004,1690,3,
